"comment_id","post_id","comment_author","comment_author_ip_hash","comment_date_jst","comment_date_gmt","comment_content","comment_parent","uuid"
"7682","16248","名無し","133.32.129.56","2023-01-17 22:24:55+00","2023-01-17 13:24:55+00","健エミュをよく読んでください","0","3839cab6-0729-49a3-a3dc-e3a56789fd2e"
"7683","16248","名無し","133.32.129.56","2023-01-17 22:16:08+00","2023-01-17 13:16:08+00","自慢かな？","0","756f33a1-88ab-4ae8-a8f9-6c1a173666b4"
"17997","16248","Anonymous","36.11.225.192","2023-03-15 15:48:12+00","2023-03-15 06:48:12+00","これは健エミュ失敗\n健常者はそういうときは内職しがち","0","f078a630-15fd-4f43-8b64-70cf7f49d40e"
"6619","16268","名無し","133.32.129.56","2023-02-05 22:20:49+00","2023-02-05 13:20:49+00","まあ統合失調症みたいにどんな環境でも何故か一定の割合で発生する因子かもしれないけど…","0","c883f0d2-bd62-45f8-a13d-1b7faf30dd69"
"6620","16268","名無し","133.32.129.56","2023-02-14 12:44:48+00","2023-02-14 03:44:48+00","To\nID:fKFp5a3yjA\n統合失調症の遺伝は創造性と関係していると聞いたことがある","0","64f4642a-268d-4144-b306-894a93061083"
"6621","16268","名無し","133.32.129.56","2023-02-11 12:43:07+00","2023-02-11 03:43:07+00","ケアレスミスをカバーしてくれる兄弟に理解のある彼くんに通じるものを感じる","0","96ce783d-7296-456f-973a-c2400c9e1008"
"6622","16268","名無し","133.32.129.56","2023-02-07 20:44:20+00","2023-02-07 11:44:20+00","ADHDはあくまで、現社会のメイン活動（勤務）にとって""障害""となる特性です。決してデメリットのみを指す言葉でないのがよくわかりますね","0","144ad424-9e2b-4a55-8e7b-b1d4dca0a9b8"
"6623","16268","名無し","133.32.129.56","2023-02-05 21:50:16+00","2023-02-05 12:50:16+00","こういうの見るとADHDの因子が脈々と受け継がれてる理由がわかるわ\nもしかしたら原始時代とかではこういう人がリーダー担ってたのかもしれんね","0","8a5f6aa1-8845-428b-89d9-0a8a4cbdd2a2"
"7711","16268","名無し","133.32.129.56","2023-02-02 23:29:19+00","2023-02-02 14:29:19+00","えらい\n頑張ったね","0","708ba715-3b9d-4ba0-b275-051c267fca60"
"7712","16268","名無し","133.32.129.56","2023-02-02 23:13:02+00","2023-02-02 14:13:02+00","良い人だ……","0","94733b56-5ae5-4870-b994-3e3c178ff390"
"7703","16268","名無し","133.32.129.56","2023-02-03 14:15:33+00","2023-02-03 05:15:33+00","すばらしい人とは思うが若いのに大変でしたね","0","a156d798-2907-4cc6-a077-12fa41a12392"
"7704","16268","名無し","133.32.129.56","2023-02-03 11:06:22+00","2023-02-03 02:06:22+00","偉いけどヤングケアラーだよなぁ","0","d051d93e-a062-4049-ad63-4e80e8674e08"
"7705","16268","名無し","133.32.129.56","2023-02-03 11:00:10+00","2023-02-03 02:00:10+00","理解のある家族、支え合うこの感じが素晴らしいね","0","e6e0fbff-42f9-4ea9-bacd-90f51af7547f"
"7706","16268","名無し","133.32.129.56","2023-02-03 08:07:17+00","2023-02-02 23:07:17+00","「欠点であるケアレスミスは兄弟が補ってくれた」素晴らしい家庭","0","1028d68f-9d29-4892-aa15-442c0c6b9d92"
"7707","16268","名無し","133.32.129.56","2023-02-03 06:16:37+00","2023-02-02 21:16:37+00","すごい　親御さんも退院できたっぽくてよかった","0","3adb9ea6-ac6f-4a89-a031-403d45f1267e"
"7708","16268","名無し","133.32.129.56","2023-02-03 00:43:20+00","2023-02-02 15:43:20+00","投稿者も凄いけどケアレスミスをカバーする兄弟、留年しても理解をして手厚くケアしてくれる教師陣と周囲にも非常に恵まれていて登場人物みんな聖人すぎてほっこりしました。いや本当にすごいと思います","0","e8bcba42-f3a5-415e-9cad-1b2f43c3c4c7"
"7709","16268","名無し","133.32.129.56","2023-02-03 00:33:48+00","2023-02-02 15:33:48+00","偉すぎる、マジで尊敬ですわ\nケアレスミスを補ったご兄弟も偉いし。\n筆者のあなたもご家族のみなさんも健やかで幸せでありますように","0","277cb9be-6faf-4bde-a081-fa264013e39a"
"7710","16268","名無し","133.32.129.56","2023-02-02 23:53:08+00","2023-02-02 14:53:08+00","えらい！","0","5e20cd2f-d8de-43f6-aaa7-da868e8f3c59"
"7713","16268","名無し","133.32.129.56","2023-02-02 23:12:47+00","2023-02-02 14:12:47+00","素敵な兄弟がいて良かった","0","0bb879d9-8ae9-4704-b40a-de6fe8b0fac4"
"16991","16268","Anonymous","14.9.64.65","2023-03-02 22:12:24+00","2023-03-02 13:12:24+00","この話を書いてくれてありがとう。","0","7925a499-033e-4ffc-89eb-14dd9eaf14c9"
"23351","16268","Anonymous","61.213.45.131","2023-08-25 14:19:02+00","2023-08-25 05:19:02+00","ナイスリーダー！","0","6b28e6f6-ced3-450b-a10c-7d5bc2876b93"
"6801","16462","名無し","133.32.129.56","2023-02-07 14:47:35+00","2023-02-07 05:47:35+00","調べたらフロー図だけでなくガントチャートなども書けるようですね\nObsidian入れてみようかな……","0","450e6816-76e0-4deb-8028-b3e595853444"
"6802","16462","名無し","133.32.129.56","2023-02-05 22:29:46+00","2023-02-05 13:29:46+00","Mermaidはいいぞ\nMermaidを使えるObsidianもいいぞ","0","47e38d9f-754c-423e-98c4-6b60c5c27f15"
"6803","16462","名無し","133.32.129.56","2023-02-05 10:13:37+00","2023-02-05 01:13:37+00","わかる\nちなみにToDoが溜まると、次来たタスクをToDoに追加するということ自体が億劫になって忘れます","0","6b71ef7e-2995-46d7-8a80-384e2cec5428"
"7826","16462","名無し","133.32.129.56","2023-02-02 21:37:20+00","2023-02-02 12:37:20+00","""ToDoも一定数たまると「ToDoスタック」という1項目として認識されてしまい、手がつかなくなる""\nわかる","0","51732609-234c-454e-9c11-6b3c0d2b544e"
"7827","16462","名無し","133.32.129.56","2023-02-02 12:42:16+00","2023-02-02 03:42:16+00","秀逸な記事","0","bf4c47d8-c2ba-4178-b789-e62c51d8dab8"
"7828","16462","名無し","133.32.129.56","2023-02-02 12:40:15+00","2023-02-02 03:40:15+00","有用な記事","0","80d97d6e-96a3-4304-ae86-97b359cb8ecf"
"7829","16462","名無し","133.32.129.56","2023-02-02 12:33:22+00","2023-02-02 03:33:22+00","筆者です。書いて早々のコメント、ありがとうございます。\nこのとおり先送り癖があるのと、業務上の予定等も書き込んであり黒塗りが必要と思われるため、ちょっと時間かかるとは思いますが、後日見せられる状態にした図を掲載しようと思います。","0","b6c2a484-5d35-4f63-83c9-72fdc0487f38"
"7830","16462","名無し","133.32.129.56","2023-02-02 12:28:44+00","2023-02-02 03:28:44+00","使用例共有していただけたらありがたいんですが可能ならぜひ...","0","c9bf3830-ca85-4fdb-b38f-dcec8a8e6256"
"7831","16462","名無し","133.32.129.56","2023-02-02 12:24:25+00","2023-02-02 03:24:25+00","有益情報すぎる......","0","020c3cb2-a815-42fd-8012-28d3ec7bfff4"
"7832","16462","名無し","133.32.129.56","2023-02-02 12:20:55+00","2023-02-02 03:20:55+00","TODOリストが溜まる苦痛分かる","0","29fc4823-47a7-4dca-93ff-e1b124a3988b"
"23822","16462","Anonymous","60.114.191.84","2023-09-07 14:53:11+00","2023-09-07 05:53:11+00","内容もすごくありがたかったし、あとフローチャートをMermaidで書けるということが知れたのもありがたいです。ありがとうございます。","0","792db758-2d68-4a01-9f24-f2b64ee099ee"
"9038","17742","名無し","133.32.129.56","2022-12-31 21:21:00+00","2022-12-31 12:21:00+00","単純に水道だけ自治体の管轄だから無償にできるんよ","0","27ee7cb3-2f6e-479e-a914-e76b6808e2d1"
"9037","17742","名無し","133.32.129.56","2022-12-31 16:49:37+00","2022-12-31 07:49:37+00","それは乞食の発想です","0","d7ede5ee-7736-47aa-86d1-8614db8e0d4c"
"9039","17742","upload_only_user","133.32.129.56","2022-12-31 22:19:31+00","2022-12-31 13:19:31+00","手洗いうがい風呂に依る付着した外部からの消毒を怠るなって意味ですよ(水道が無料なのは)","0","693a3fca-13a8-4784-a9dd-f32107d0c8de"
"9040","17742","名無し","133.32.129.56","2023-01-02 14:05:06+00","2023-01-02 05:05:06+00","このコメント投稿者、自身のコメントと他者からのリプライ含めて健エミュに記録しとくべきだろ","0","a55e1ec2-66f1-498a-8c1b-67d031c75511"
"9041","17742","名無し","133.32.129.56","2023-01-04 13:34:26+00","2023-01-04 04:34:26+00","電気もガスも民営なんよ。まともになる努力から逃げるな。","0","41156d05-7913-45ea-9026-997d9b6ed31a"
"9042","17742","upload_only_user","133.32.129.56","2023-01-28 15:44:38+00","2023-01-28 06:44:38+00","倒れないんだなぁそれが","0","ba592183-fb28-4ab5-86cc-9249f22dd5cd"
"9043","17742","名無し","133.32.129.56","2023-02-11 16:20:53+00","2023-02-11 07:20:53+00","言葉遣いに法学系の香りを感じる","0","30afd999-2ac7-40a8-93ec-4366e19149fd"
"9044","17742","名無し","133.32.129.56","2023-01-27 03:38:06+00","2023-01-26 18:38:06+00","そんなんできる訳ねーだろと思ったら綺麗にオチついてて草","0","0f034a9e-cb21-4f75-b61f-99403de80181"
"9045","17742","名無し","133.32.129.56","2023-01-26 15:45:16+00","2023-01-26 06:45:16+00","これ元ネタは登大遊のこの記事だよね\nhttps://softether.hatenadiary.org/entry/20131125/p1","0","d18c4714-bbe3-450f-b189-b9c4a691baf3"
"9046","17742","名無し","133.32.129.56","2023-01-22 15:20:24+00","2023-01-22 06:20:24+00","筆者はしっかり健常に反省できてるのに、記事に釣られた†本物†が炎上してて草","0","ac130811-a066-49db-b54d-d609ae42ca4f"
"9047","17742","名無し","133.32.129.56","2023-01-19 22:42:57+00","2023-01-19 13:42:57+00","うちは上水代の基本料だけしか無料化されなかったけど全部無料とかの自治体もあったのか","0","a6bd6ff4-222d-4a86-92b8-2c686b605b5c"
"9048","17742","名無し","133.32.129.56","2023-01-18 00:17:48+00","2023-01-17 15:17:48+00","水道局などは水を各家庭に送り込むのにポンプを動かしている。この記事のように水道水で発電して得られる電気より、ポンプにつぎ込まれた電気の方がずっと多い。","0","1def68e2-b22e-4e06-b8e1-e6cb3fd96bae"
"9049","17742","名無し","133.32.129.56","2022-11-21 21:02:58+00","2022-11-21 12:02:58+00","装置の元取れる頃まで水無料かはわかりませんが、ロマンがあっていいなと思います！\nまさに錬金術ですね（現代科学で、核反応を使うと技術的には可能だが、採算が合わないらしいです）","0","210e9ac3-1bbe-43a6-b3a2-facce5068195"
"9050","17742","それは違うよ！","133.32.129.56","2022-11-15 20:28:23+00","2022-11-15 11:28:23+00","水道料金だけを無料にするという政策がそもそもおかしい。\n市民の視点で考えれば、水道よりも電気やガスも同じくらい必要性が高いのは分かっていたこと。\n水道だけを無料するのではなく、電気やガスにも同様の施策を行えばそもそもこのような事態にはならなかった。\n明らかに自治体にも責任があると考えます。","0","7bf6b7e3-93c8-4670-b7e4-bc2aa560d0d2"
"9051","17742","名無し","133.32.129.56","2022-11-01 19:36:44+00","2022-11-01 10:36:44+00","だよなあ","0","9d9581be-25b3-4974-9bb5-3973c3f101b4"
"9052","17742","名無し","133.32.129.56","2022-10-30 00:07:08+00","2022-10-29 15:07:08+00","草生える","0","3d2ffc2e-255f-4a07-a9b6-f75f65de33a1"
"9053","17742","名無し","133.32.129.56","2022-10-29 17:19:41+00","2022-10-29 08:19:41+00","相手の厚意に付け込んでズル(あるいは楽？)をしようとすればいくらでも出来るけど、そのしわ寄せがどこに行くのか少しは考えたほうがいい。\nアンパンマンが顔をちぎって差し出してくれるからといって、顔全部食べたらアンパンマンは倒れる。","0","0e6898b2-0493-4af1-8085-3285275aeda4"
"9054","17742","名無し","133.32.129.56","2022-10-29 11:49:02+00","2022-10-29 02:49:02+00","バレなきゃOK","0","455bee1a-b88a-4484-a470-d7c82f90b5d1"
"17390","17742","Anonymous","106.72.134.0","2023-03-06 17:43:18+00","2023-03-06 08:43:18+00","核融合発電は、現在、実証炉が建設され、必要な要素技術の洗い出しと、その開発がこれから行われます。(日本も実証炉への協力ほか、東北地方の機関で国際協力のもと材料開発に参画しています)\n核融合発電はその発電のために大きな発電所が必要だったり、その難易度の高さなどから実現不可能と言われることもありましたが、現在は実証段階であり、その次の原型炉の段階を経て実用化への道筋がつくということになります。\n現在のロードマップではこれが今世紀後半あたりからとりかかれればいいな、という感じで、一般的には来世紀まで実現に時間がかかるだろうと言われています。\n\n核融合発電は原理的に、核廃棄物は出るものの、現在の原子炉と違い、核反応による事故は起こり得ない(それくらい難しい)ので、人工衛星発電と並んで安全かつクリーンな真の夢のエネルギーです。ぜひ気長にお待ちください。","9049","8151c790-25b8-403c-a8cf-fc3cb33cf53d"
"18084","17742","Anonymous","14.11.193.129","2023-03-16 20:32:06+00","2023-03-16 11:32:06+00","行動的でいいと思うwww","0","ee1a353b-b0fe-44e7-a938-4db919cbc73a"
"21127","17742","Anonymous","104.28.99.204","2023-06-21 17:09:02+00","2023-06-21 08:09:02+00","期待してる","17390","7b89b702-9740-4d57-be1f-59184905b01a"
"22733","17742","かるろす","14.9.195.128","2023-07-25 16:30:16+00","2023-07-25 07:30:16+00","電気とガスは民間で水道だけ公営ですからね。圧倒的に無料化のハードルが違いますよ。自分から見て同じようなものを社会的にも同じようなものだと思うのは健常者力足りてないですね。","9050","8f318b94-7942-4912-ae7d-beb2b65aad84"
"22743","17742","Anonymous","61.213.45.51","2023-07-25 20:24:29+00","2023-07-25 11:24:29+00","場所によって民営化されてるみたいよ","9047","26b81f48-f547-40da-b50e-c29cd2aa569c"
"9694","18352","名無し","133.32.129.56","2023-02-23 16:02:09+00","2023-02-23 07:02:09+00","もし良ければアプリゲームの名前を教えてもらえませんか。","0","0997e94d-cbc0-4337-8a8b-37de2876fab9"
"16232","18352","Anonymous","153.236.103.245","2023-02-24 03:25:41+00","2023-02-23 18:25:41+00","筆者です。アイナナです。アニメ化もされていて最初はアニメで見ると取っつきやすいと思います。（布教のつもりはないです念のため）","9694","878e2360-69bc-496b-b2bf-0b7f5df43129"
"12878","23262","名無し","133.32.129.56","2023-01-30 04:34:34+00","2023-01-29 19:34:34+00","かなり良い文章","0","f0900a1b-a299-4c93-8a9e-84a640c47db9"
"12879","23262","名無し","133.32.129.56","2023-01-30 21:58:26+00","2023-01-30 12:58:26+00","草","0","aad92dc7-bee5-48c6-9dcb-f5efe6154876"
"12880","23262","名無し","133.32.129.56","2023-01-21 22:22:17+00","2023-01-21 13:22:17+00","そういうところ","0","1491d015-476b-4a90-96d1-c3aa6b1e92fc"
"12881","23262","名無し","133.32.129.56","2022-11-08 13:04:08+00","2022-11-08 04:04:08+00","泣いたのは理想の初デートと乖離しすぎていたからでは？\n感情的な人間なのかもしれない","0","d414b9ac-91f2-4804-8daf-7e60bd7e5e0e"
"12882","23262","名無し","133.32.129.56","2022-08-23 21:08:59+00","2022-08-23 12:08:59+00","感受性の高すぎる神経質な人もいるってことでは。\n海上保安庁の展示ですから私はアリだと思う派。","0","98e238ee-75ce-4eab-a3ab-67220b7a5ea5"
"12883","23262","名無し","133.32.129.56","2022-04-17 21:03:26+00","2022-04-17 12:03:26+00","間違えた、赤レンガ倉庫だったわ","0","e344ec38-4115-4369-8d2e-a36899d821e0"
"12884","23262","名無し","133.32.129.56","2023-02-08 20:13:19+00","2023-02-08 11:13:19+00","似たようなことしたけど(税関の密輸展示施設を見に行った)結婚できたので同じ趣味の人と出会うことを願う","0","e9d900da-b31d-4947-8c8c-0d5860a97c55"
"12885","23262","名無し","133.32.129.56","2023-01-27 20:14:04+00","2023-01-27 11:14:04+00","多分筆者は水族館に行っても生物の説明を熱心に読んで彼女をおろそかにするタイプ","0","6421e694-c58a-4281-9107-92f228c97b89"
"12886","23262","名無し","133.32.129.56","2023-01-26 00:53:32+00","2023-01-25 15:53:32+00","横浜旅行でぶっちゃけ一番楽しかった…そうか…女の子泣いちゃう子もいるのか…","0","52c74fa3-df89-488c-9459-e2f7e6064183"
"12887","23262","名無し","133.32.129.56","2023-01-19 22:39:56+00","2023-01-19 13:39:56+00","初デートなのに行き当たりばったりな行動をするあたりもがっかりされたポイントの一つかも","0","eb74c420-574e-48a7-a5f6-4fd3bacc9717"
"12888","23262","名無し","133.32.129.56","2023-01-16 13:30:38+00","2023-01-16 04:30:38+00","彼女側の視点で健常者エミュレートすると、彼氏が工作船展示館に行こうと誘った際の反応として、びっくりする、落胆する、笑う、とかは有り得ても、泣くほど悲しむというのはかなり不自然な気がする\nおそらく、工作船展示館に誘う以前から既にデートはうまくいっておらず散々な思いをしていて、初デートで気合を入れてきたはずの彼女はもはや何してるんだろう..という無力感を覚えており、そこに工作船に誘うという最後のトリガーで涙が出てしまったのだろう\n問題は工作船への誘いよりも、もっと根深いところにありそう","0","faae2e57-c2fc-4ae8-b375-aa5636207572"
"12889","23262","名無し","133.32.129.56","2023-01-15 03:04:16+00","2023-01-14 18:04:16+00","泣いた彼女は脱北者だったのでは？","0","545d01d3-cbeb-4bd6-b626-36857f57b3ee"
"12890","23262","名無し","133.32.129.56","2022-12-02 00:55:52+00","2022-12-01 15:55:52+00","工作船資料館に魅力を感じてしまうタイプなので気をつけたい","0","3e62ac55-53a5-46ba-adc1-2465f318d63d"
"12891","23262","名無し","133.32.129.56","2022-11-25 04:57:33+00","2022-11-24 19:57:33+00","人によっては楽しめそうですけどね。","0","7ab64c99-c310-4046-b8a0-f9525b04d5dc"
"12892","23262","名無し","133.32.129.56","2022-10-19 17:06:35+00","2022-10-19 08:06:35+00","南京大虐殺紀念館に行ったなら話は分かるけど、泣く彼女がおかしい。","0","14091d1e-111f-46f6-9830-3bf3dcd41b21"
"12893","23262","名無し","133.32.129.56","2022-10-13 20:29:15+00","2022-10-13 11:29:15+00","先日工作船資料館に行きました。小さいながらに展示や資料が多くありとても面白かったです。\n人によっては初デートでも楽しめると思うので工作船資料館のきわどさが問題なのではなく相手の行きたいところを優先しなかったところを反省してくださいね。\nどんな場所であれどうしても行きたいところがあるならば候補地を複数上げた中に混ぜて相手が反応したら一緒に行くといいですよ。","0","21ce3e28-475c-411d-bde2-09435d1c2370"
"12894","23262","名無し","133.32.129.56","2022-09-09 06:51:32+00","2022-09-08 21:51:32+00","そもそも相手に合わせるという意識がないからでは？\nどういうプランを立てていたかはわからないが、自分の興味を優先したのが悪かったと思う。","0","2d0fb8f9-ebe6-4a5a-9054-319b61abcf83"
"12895","23262","名無し","133.32.129.56","2022-09-08 18:55:20+00","2022-09-08 09:55:20+00","なぜ泣いたのかしら？武器が積まれていたから？保安庁の射撃の弾痕とか生々しく、乗組員が全員自決したなどの展示があると思うがそういう点で恐怖と憐憫の情で泣いたのは想像つくが。","0","e90f338f-2799-40dd-a50f-ce22a92cc203"
"12896","23262","名無し","133.32.129.56","2022-09-07 16:45:20+00","2022-09-07 07:45:20+00","嫌がるの分かるけど泣くのは彼女が異常","0","9c58f9d4-f55a-42e5-bee0-15434df08506"
"12897","23262","まほるもの","133.32.129.56","2022-08-25 04:54:19+00","2022-08-24 19:54:19+00","泣かれたあとでどうリカバリしたかの詳細をきぼんぬ","0","73cb8a67-4bb9-4c32-9df3-f60bd1ee2852"
"12898","23262","名無し","133.32.129.56","2022-08-24 09:10:14+00","2022-08-24 00:10:14+00","初見だと思想がめっちゃ強い人に見える危険性もある\n美術館とかですら互いに楽しめるとは限らないし、「付き合って最初のデートのムードで行く場所ではない」って判断が実際正しかったんだろうな","0","6c9ee954-6838-4230-ba5c-761031b1c6e9"
"12899","23262","名無し","133.32.129.56","2022-08-23 19:31:37+00","2022-08-23 10:31:37+00","すごく気になるしデートで行ってもいいと思ってる自分は\n健常者ではないというコト！？","0","8f53946e-aab6-4f62-94cd-32ce6c737736"
"12900","23262","名無し","133.32.129.56","2022-08-17 22:36:41+00","2022-08-17 13:36:41+00","横浜税関資料館にも注意","0","c4c17c5d-6b31-4099-a519-311f0e091cb2"
"12901","23262","名無し","133.32.129.56","2022-04-20 10:28:15+00","2022-04-20 01:28:15+00","こういうのでフィルタリングしていこう","0","d28920e6-57a2-493d-bda6-4e2e3dd1abec"
"12902","23262","名無し","133.32.129.56","2022-04-17 21:02:19+00","2022-04-17 12:02:19+00","たとえそのデートで我慢して、結婚することになったとして、10年後子供と一緒に山下公園に来たらやっぱり行きたくなるので、今、あなたのキャラクターが相手に伝わってよかったと思います。\n本当に相性が良ければ工作船誘ったら喜んで付いてきてくれますよ。","0","653ba136-44c3-4ea0-91da-3bf111b6642e"
"12903","23262","ねっぽ","133.32.129.56","2022-04-17 20:18:51+00","2022-04-17 11:18:51+00","「きわどいスポット」が未定義のため難しい……","0","cf1ba149-a383-4c02-a563-72ad89ccdeb7"
"12904","23262","名無し","133.32.129.56","2022-04-03 10:36:22+00","2022-04-03 01:36:22+00","もう少し何というか、手心をな………","0","02c57480-cf5c-480d-b369-abe6aa79633d"
"12905","23262","名無し","133.32.129.56","2022-04-03 08:29:07+00","2022-04-02 23:29:07+00","気持ちはわかる。本当にわかる。\nでも付き合うかどうかとか付き合いたての男女間で、デート中に泣き出すって関係の破綻だよなぁ。\n男性側がそこに誘うのは分の悪いギャンブルなのはさて置き、そこで泣いちゃあ全部おしまいよ。元も子もあとも先もない。\n「不本意なデートスポットに誘われたとしても泣き出すべきではない」","0","0b7c6a1e-84e7-4805-8145-c2c21fb1c199"
"12906","23262","kkk","133.32.129.56","2022-04-02 10:13:13+00","2022-04-02 01:13:13+00","これで泣かれるような女とは長期的には付き合えねぇ","0","bdd06870-d063-4ccb-bb45-6b0626488f3f"
"12907","23262","名無し","133.32.129.56","2022-03-27 09:59:26+00","2022-03-27 00:59:26+00","彼氏にここに行こうと提案したことがあるがドン引きされ横浜デート自体が無しになった。男女問わず気をつけたほうがいい","0","093ed56e-229d-4da4-a2b8-a591358da831"
"12908","23262","名無し","133.32.129.56","2022-03-12 22:46:31+00","2022-03-12 13:46:31+00","そもそも計画し行ったのかたまたま通りかかって行ったのかで変わってきそう(後者かな)\n相手との信頼関係が築けていない初デートでは特に行動は慎重にしたほうがいい","0","7d04b67c-e783-4755-9192-d02a558936e7"
"12909","23262","匿名","133.32.129.56","2022-03-01 00:25:51+00","2022-02-28 15:25:51+00","w\nたしかに男はあの場所、気になっちゃうよねw\nまぁ次があるさ","0","0d904a51-8609-4a73-8b4e-c383c946e632"
"23861","23262","Anonymous","106.131.26.55","2023-09-08 15:35:11+00","2023-09-08 06:35:11+00","2回目のデートで寄生虫館を提案したら相手の男にドン引きされたから気持ちわかります\nきわどいスポットは相手のことがわかってきたところで様子を見て提案すべきですね","0","3cb583c2-cfcb-44db-b55c-cd7bf08fa2d7"
"25266","23262","Anonymous","113.40.242.225","2023-11-08 01:44:38+00","2023-11-07 16:44:38+00","理解できないようなので解説する\n「タクシードライバー」って映画見たことある？\n社会性と常識が欠落している主人公が片思いの女性を初デートで連れてくのがポルノ映画なんよ\n当然女性は怒って帰って縁を切るわけだけど、筆者はそれと同じことをしてるわけ\n<span>「そこで泣いちゃあ全部おしまいよ。元も子もあとも先もない」と、まるで女性側が失敗したかのような書きっぷりだけど、このケースでは筆者は彼女の人間としての尊厳を踏みにじり、人格を粗末に扱った加害者。そこは勘違いしないように。</span>\n<span>被害者である女性が忖度する必要性は一ミリもないし、もし気を遣うべきだと考えるのなら、モラルハラスメントの思考に他ならない。</span>","12905","0c267606-1da5-45ad-92c9-ab19b8ab8693"
"26519","23262","Anonymous","126.156.1.93","2023-12-23 23:10:30+00","2023-12-23 14:10:30+00","女がこれやってもなんか許せるのずるいな","23861","0b2dc910-8153-49dd-88d6-dba70ed05472"
